stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,platform_code,vehicle_type,radius
1010107,H2014,"Meritullinkatu","Liisankatu",60.174167,24.956946,A,http://aikataulut.hsl.fi/pysakit/fi/1010107.html,0, ,2, ,3,40
1010108,H2013,"Meritullinkatu","Liisankatu",60.174230,24.956804,A,http://aikataulut.hsl.fi/pysakit/fi/1010108.html,0, ,2, ,3,40
1010109,H2016,"Liisanpuistikko","Liisankatu",60.174280,24.960710,A,http://aikataulut.hsl.fi/pysakit/fi/1010109.html,0, ,2, ,3,40
1010110,H2015,"Liisanpuistikko","Liisankatu 1",60.174330,24.960230,A,http://aikataulut.hsl.fi/pysakit/fi/1010110.html,0, ,2, ,3,40
1010111,H2527,"Pohjoisranta 25","Siltavuorenranta",60.176109,24.961050,A,http://aikataulut.hsl.fi/pysakit/fi/1010111.html,0, ,0, ,3,40
1010112,H2528,"Pohjoisranta 25","Siltavuorenranta",60.175957,24.960894,A,http://aikataulut.hsl.fi/pysakit/fi/1010112.html,0, ,0, ,3,40
1010124,H0454,"Snellmaninkatu","Liisankatu 20",60.174010,24.952360,A,http://aikataulut.hsl.fi/pysakit/fi/1010124.html,0, ,2, ,3,40
1010125,H0455,"Snellmaninkatu","Liisankatu 25",60.174106,24.952088,A,http://aikataulut.hsl.fi/pysakit/fi/1010125.html,0, ,2, ,3,40
1010419,H0450,"Hallituskatu","Snellmaninkatu",60.170140,24.953501,A,http://aikataulut.hsl.fi/pysakit/fi/1010419.html,0, ,1, ,0,40
1010420,H0451,"Hallituskatu","Snellmaninkatu",60.170360,24.953530,A,http://aikataulut.hsl.fi/pysakit/fi/1010420.html,0, ,1, ,0,30
1010421,H0453,"Kansallisarkisto","Snellmaninkatu",60.172160,24.953350,A,http://aikataulut.hsl.fi/pysakit/fi/1010421.html,0, ,1, ,0,20
1010422,H0452,"Kansallisarkisto","Snellmaninkatu",60.171830,24.953260,A,http://aikataulut.hsl.fi/pysakit/fi/1010422.html,0, ,1, ,0,30
1010424,H0408,"Ritarihuone","Aleksanterinkatu",60.169201,24.956227,A,http://aikataulut.hsl.fi/pysakit/fi/1010424.html,0, ,1, ,0,20
1010425,H0407,"Ritarihuone","Aleksanterinkatu",60.169120,24.955560,A,http://aikataulut.hsl.fi/pysakit/fi/1010425.html,0, ,1, ,0,20
1010427,H0455,"Snellmaninkatu","Liisankatu 25",60.174106,24.952088,A,http://aikataulut.hsl.fi/pysakit/fi/1010427.html,0, ,1, ,0,15
1010428,H0454,"Snellmaninkatu","Liisankatu",60.174010,24.952360,A,http://aikataulut.hsl.fi/pysakit/fi/1010428.html,0, ,1, ,0,30
1020105,H2061,"Kaisaniemenpuisto","Unioninkatu 43",60.175020,24.950490,A,http://aikataulut.hsl.fi/pysakit/fi/1020105.html,0, ,2, ,3,40
1020106,H2060,"Kaisaniemenpuisto","Kaisaniemenkatu",60.173480,24.949140,A,http://aikataulut.hsl.fi/pysakit/fi/1020106.html,0, ,2, ,3,40
1020112,H2040,"Rautatientori","Rautatientori",60.170760,24.942680,A,http://aikataulut.hsl.fi/pysakit/fi/1020112.html,0,1000003,2,17,3,20
1020113,H2041,"Rautatientori","Rautatientori",60.170720,24.943240,A,http://aikataulut.hsl.fi/pysakit/fi/1020113.html,0,1000003,0,1,3,25
1020115,H2043,"Rautatientori","Rautatientori",60.171410,24.942660,A,http://aikataulut.hsl.fi/pysakit/fi/1020115.html,0,1000003,0,3,3,20
1020116,H2044,"Rautatientori","Rautatientori",60.171080,24.942830,A,http://aikataulut.hsl.fi/pysakit/fi/1020116.html,0,1000003,0,4,3,20
1020117,H2045,"Rautatientori","Rautatientori",60.171330,24.942770,A,http://aikataulut.hsl.fi/pysakit/fi/1020117.html,0,1000003,0,5,3,20
1020119,H2047,"Rautatientori","Rautatientori",60.170950,24.943080,A,http://aikataulut.hsl.fi/pysakit/fi/1020119.html,0,1000003,0,7,3,10
1020120,H2048,"Rautatientori","Rautatientori",60.171320,24.943020,A,http://aikataulut.hsl.fi/pysakit/fi/1020120.html,0,1000003,0,8,3,20
1020122,H2050,"Rautatientori","Rautatientori",60.170850,24.943330,A,http://aikataulut.hsl.fi/pysakit/fi/1020122.html,0,1000003,0,10,3,20
1020123,H2051,"Rautatientori","Rautatientori",60.171340,24.943290,A,http://aikataulut.hsl.fi/pysakit/fi/1020123.html,0,1000003,0,11,3,20
1020128,H2020,"Elielinaukio","Elielinaukio",60.171203,24.939580,A,http://aikataulut.hsl.fi/pysakit/fi/1020128.html,0,1000002,0,20,3,150
1020130,H2037,"Elielinaukio","Elielinaukio",60.171397,24.939066,A,http://aikataulut.hsl.fi/pysakit/fi/1020130.html,0,1000002,0,30,3,80
1020131,H2022,"Elielinaukio","Elielinaukio",60.171741,24.939733,A,http://aikataulut.hsl.fi/pysakit/fi/1020131.html,0,1000002,0,22,3,110
1020132,H2025,"Elielinaukio","Elielinaukio",60.171921,24.939716,A,http://aikataulut.hsl.fi/pysakit/fi/1020132.html,0,1000002,0,25,3,100
1020133,H2023,"Elielinaukio","Elielinaukio",60.171801,24.939727,A,http://aikataulut.hsl.fi/pysakit/fi/1020133.html,0,1000002,0,23,3,100
1020135,H2024,"Elielinaukio","Elielinaukio",60.171861,24.939722,A,http://aikataulut.hsl.fi/pysakit/fi/1020135.html,0,1000002,0,24,3,100
1020169,H2059,"Kaisaniemenpuisto","Kaisaniemenkatu",60.173545,24.949810,A,http://aikataulut.hsl.fi/pysakit/fi/1020169.html,0, ,2, ,3,40
1020171,H2038,"Postitalo","Postikatu",60.170872,24.938492,A,http://aikataulut.hsl.fi/pysakit/fi/1020171.html,0, ,0,55,3,40
1020182,H2042,"Rautatientori","Rautatientori",60.170980,24.942700,A,http://aikataulut.hsl.fi/pysakit/fi/1020182.html,0,1000003,0,2,3,20
1020201,H2139,"Rautatientori","Vilhonkatu",60.171920,24.943760,A,http://aikataulut.hsl.fi/pysakit/fi/1020201.html,0,1000003,0, ,3,119
1020204,H2052,"Rautatientori","Rautatientori",60.171650,24.943270,A,http://aikataulut.hsl.fi/pysakit/fi/1020204.html,0,1000003,0,12,3,20
1020239,H2026,"Elielinaukio","Elielinaukio",60.171981,24.939710,A,http://aikataulut.hsl.fi/pysakit/fi/1020239.html,0,1000002,0,26,3,110
1020243,H2028,"Elielinaukio","Elielinaukio",60.172101,24.939698,A,http://aikataulut.hsl.fi/pysakit/fi/1020243.html,0,1000002,0,28,3,100
1020245,H2029,"Elielinaukio","Elielinaukio",60.172161,24.939692,A,http://aikataulut.hsl.fi/pysakit/fi/1020245.html,0,1000002,0,29,3,10
1020401,H0425,"Mikonkatu","Mikonkatu",60.170229,24.945434,A,http://aikataulut.hsl.fi/pysakit/fi/1020401.html,0, ,1, ,0,45
1020402,H0424,"Mikonkatu","Mikonkatu",60.170111,24.945273,A,http://aikataulut.hsl.fi/pysakit/fi/1020402.html,0, ,1, ,0,25
1020443,H0102,"Lasipalatsi","Mannerheimintie",60.170231,24.937846,A,http://aikataulut.hsl.fi/pysakit/fi/1020443.html,0, ,1,52,0,30
1020444,H0101,"Lasipalatsi","Mannerheimintie",60.170461,24.937728,A,http://aikataulut.hsl.fi/pysakit/fi/1020444.html,0, ,1,51,0,35
1020446,H0401,"Ylioppilastalo","Aleksanterinkatu",60.168781,24.942470,A,http://aikataulut.hsl.fi/pysakit/fi/1020446.html,0, ,2, ,0,25
1020447,H0402,"Ylioppilastalo","Aleksanterinkatu",60.168857,24.942145,A,http://aikataulut.hsl.fi/pysakit/fi/1020447.html,0, ,2, ,0,20
1020448,H0403,"Aleksanterinkatu","Aleksanterinkatu",60.168881,24.946748,A,http://aikataulut.hsl.fi/pysakit/fi/1020448.html,0, ,1, ,0,25
1020449,H0404,"Aleksanterinkatu","Aleksanterinkatu",60.168947,24.946212,A,http://aikataulut.hsl.fi/pysakit/fi/1020449.html,0, ,1, ,0,30
1020450,H0405,"Senaatintori","Aleksanterinkatu",60.168968,24.950423,A,http://aikataulut.hsl.fi/pysakit/fi/1020450.html,0, ,2, ,0,25
1020453,H0301,"Päärautatieasema","Kaivokatu",60.170367,24.941309,A,http://aikataulut.hsl.fi/pysakit/fi/1020453.html,0, ,1,41,0,30
1020454,H0302,"Päärautatieasema","Kaivokatu",60.170434,24.940700,A,http://aikataulut.hsl.fi/pysakit/fi/1020454.html,0, ,1,42,0,28
1020455,H0406,"Senaatintori","Aleksanterinkatu",60.169047,24.949910,A,http://aikataulut.hsl.fi/pysakit/fi/1020455.html,0, ,1, ,0,25
1020457,H0303,"Kaisaniemenkatu","Kaisaniemenkatu",60.171856,24.947655,A,http://aikataulut.hsl.fi/pysakit/fi/1020457.html,0, ,1,1,0,25
1020458,H0304,"Kaisaniemenkatu","Kluuvitunneli",60.171630,24.947370,A,http://aikataulut.hsl.fi/pysakit/fi/1020458.html,0, ,1,2,0,35
1020459,H0305,"Kaisaniemenpuisto","Kaisaniemenkatu",60.173555,24.949591,A,http://aikataulut.hsl.fi/pysakit/fi/1020459.html,0, ,1, ,0,15
1020460,H0306,"Kaisaniemenpuisto","Kaisaniemenkatu",60.173313,24.949130,A,http://aikataulut.hsl.fi/pysakit/fi/1020460.html,0, ,1, ,0,20
1020463,H0701,"Ylioppilastalo","Mannerheimintie",60.168129,24.941236,A,http://aikataulut.hsl.fi/pysakit/fi/1020463.html,0, ,1, ,0,40
1020464,H0702,"Ylioppilastalo","Mannerheimintie",60.167811,24.941483,A,http://aikataulut.hsl.fi/pysakit/fi/1020464.html,0, ,1, ,0,40
1020501,H0062,"Helsinki","Kaivokatu 1",60.171298,24.941671,A,http://aikataulut.hsl.fi/pysakit/fi/1020501.html,0,1000201,1, ,109,400
1020502,H0064,"Helsinki","Kaivokatu 1",60.172720,24.939911,A,http://aikataulut.hsl.fi/pysakit/fi/1020502.html,0,1000201,1, ,109,400
1020503,H0070,"Helsinki","Kaivokatu 1",60.172992,24.942044,A,http://aikataulut.hsl.fi/pysakit/fi/1020503.html,0,1000201,1,1-8,109,400
1020551,H0063,"Helsinki","Kaivokatu 1",60.171300,24.941401,A,http://aikataulut.hsl.fi/pysakit/fi/1020551.html,0,1000201,1, ,109,400
1020552,H0065,"Helsinki","Kaivokatu",60.172725,24.939595,A,http://aikataulut.hsl.fi/pysakit/fi/1020552.html,0,1000201,1, ,109,400
1020553,H0061,"Helsinki","Kaivokatu 1",60.172987,24.941576,A,http://aikataulut.hsl.fi/pysakit/fi/1020553.html,0,1000201,1,1-3,109,400
1020601,H0019,"Rautatientori","Asema-aukio",60.170379,24.939846,A,http://aikataulut.hsl.fi/pysakit/fi/1020601.html,0,1000103,1, ,1,40
1020602,H0018,"Rautatientori","Asema-aukio",60.170388,24.939845,A,http://aikataulut.hsl.fi/pysakit/fi/1020602.html,0,1000103,1, ,1,40
1020603,H0021,"Helsingin yliopisto","Fabianinkatu",60.172009,24.947915,A,http://aikataulut.hsl.fi/pysakit/fi/1020603.html,0,1000104,1, ,1,40
1020604,H0020,"Helsingin yliopisto","Vuorikatu 12",60.172026,24.947850,A,http://aikataulut.hsl.fi/pysakit/fi/1020604.html,0,1000104,1, ,1,40
1030401,H0709,"Kolmikulma","Uudenmaankatu",60.165325,24.943540,A,http://aikataulut.hsl.fi/pysakit/fi/1030401.html,0, ,1, ,0,35
1030423,H0429,"Kauppatori","Eteläesplanadi",60.167430,24.951680,A,http://aikataulut.hsl.fi/pysakit/fi/1030423.html,0, ,2, ,0,20
1030424,H0430,"Kauppatori","Eteläesplanadi",60.167360,24.951710,A,http://aikataulut.hsl.fi/pysakit/fi/1030424.html,0, ,2, ,0,20
1030425,H0431,"Kauppatori","Eteläranta",60.167610,24.952217,A,http://aikataulut.hsl.fi/pysakit/fi/1030425.html,0, ,2, ,0,20
1030426,H0432,"Eteläranta","Eteläranta",60.165092,24.952542,A,http://aikataulut.hsl.fi/pysakit/fi/1030426.html,0, ,1, ,0,20
1030427,H0433,"Eteläranta","Eteläranta",60.165226,24.952662,A,http://aikataulut.hsl.fi/pysakit/fi/1030427.html,0, ,1, ,0,20
1030428,H0703,"Kolmikulma","Erottajankatu",60.165272,24.943932,A,http://aikataulut.hsl.fi/pysakit/fi/1030428.html,0, ,2, ,0,25
1030429,H0704,"Kolmikulma","Erottajankatu",60.165062,24.943792,A,http://aikataulut.hsl.fi/pysakit/fi/1030429.html,0, ,2, ,0,20
1030701,H0099,"Kauppatori","Kauppatori",60.167248,24.955786,A,http://aikataulut.hsl.fi/pysakit/fi/1030701.html,0, ,0, ,4,40
1040102,H1005,"Fredrikinkatu","Bulevardi",60.164261,24.936553,A,http://aikataulut.hsl.fi/pysakit/fi/1040102.html,0, ,2, ,3,40
1040117,H0231,"Simonkatu","Simonkatu 9",60.168750,24.935300,A,http://aikataulut.hsl.fi/pysakit/fi/1040117.html,0, ,2, ,3,40
1040123,H1211,"Bulevardi","Fredrikinkatu 39",60.164940,24.936220,A,http://aikataulut.hsl.fi/pysakit/fi/1040123.html,0, ,2, ,3,40
1040124,H1210,"Bulevardi","Albertinkatu",60.163645,24.934098,A,http://aikataulut.hsl.fi/pysakit/fi/1040124.html,0, ,2, ,3,40
1040126,H1212,"Lapinlahden puist.","Albertinkatu 42",60.165618,24.931375,A,http://aikataulut.hsl.fi/pysakit/fi/1040126.html,0, ,2, ,3,40
1040127,H1217,"Kampintori","Urho Kekkosen Katu",60.168400,24.931780,A,http://aikataulut.hsl.fi/pysakit/fi/1040127.html,0, ,0,77,3,40
1040129,H1272,"Arkadian puisto","Arkadiankatu 4-6",60.171120,24.933380,A,http://aikataulut.hsl.fi/pysakit/fi/1040129.html,0, ,2, ,3,60
1040130,H1224,"Fredrikinkatu","Etel. Rautatiekatu",60.170160,24.929950,A,http://aikataulut.hsl.fi/pysakit/fi/1040130.html,0, ,2, ,3,40
1040133,H1009,"Ruoholahdenkatu","Ruoholahdenkatu",60.165560,24.926830,A,http://aikataulut.hsl.fi/pysakit/fi/1040133.html,0, ,2, ,3,40
1040144,H1237,"Kamppi (M)","Fredrikinkatu 65",60.169432,24.930045,A,http://aikataulut.hsl.fi/pysakit/fi/1040144.html,0, ,1,76,3,40
1040148,H1222,"Kamppi (M)","Fredrikinkatu",60.169127,24.930038,A,http://aikataulut.hsl.fi/pysakit/fi/1040148.html,0, ,0,75,3,50
1040153,H1169,"Hietalahdentori","Hietalahdenranta",60.161978,24.929113,A,http://aikataulut.hsl.fi/pysakit/fi/1040153.html,0, ,2, ,3,40
1040155,H1167,"Hietalahti","Hietalahdenranta",60.161769,24.923843,A,http://aikataulut.hsl.fi/pysakit/fi/1040155.html,0, ,2, ,3,20
1040157,H1168,"Hietalahti","Hietalahdenranta",60.161100,24.924550,A,http://aikataulut.hsl.fi/pysakit/fi/1040157.html,0, ,2, ,3,40
1040231,H1232,"Lapinrinne","Lapinrinne 2",60.166220,24.926730,A,http://aikataulut.hsl.fi/pysakit/fi/1040231.html,0, ,0, ,3,40
1040233,H1234,"Lapinrinne","Lapinrinne",60.165940,24.926590,A,http://aikataulut.hsl.fi/pysakit/fi/1040233.html,0, ,0, ,3,40
1040234,H1233,"Lapinrinne","Lapinrinne",60.166270,24.926990,A,http://aikataulut.hsl.fi/pysakit/fi/1040234.html,0, ,0, ,3,40
1040271,H1241,"Kamppi","Sisäterminaali E",60.169119,24.932058,A,http://aikataulut.hsl.fi/pysakit/fi/1040271.html,0,1000001,0,41,3,80
1040272,H1242,"Kamppi","Sisäterminaali E",60.169092,24.931967,A,http://aikataulut.hsl.fi/pysakit/fi/1040272.html,0,1000001,0,42,3,90
1040273,H1243,"Kamppi","Sisäterminaali E",60.169066,24.931895,A,http://aikataulut.hsl.fi/pysakit/fi/1040273.html,0,1000001,0,43,3,100
1040274,H1244,"Kamppi","Sisäterminaali E",60.169040,24.931804,A,http://aikataulut.hsl.fi/pysakit/fi/1040274.html,0,1000001,0,44,3,80
1040275,H1245,"Kamppi","Sisäterminaali E",60.169022,24.931713,A,http://aikataulut.hsl.fi/pysakit/fi/1040275.html,0,1000001,0,45,3,105
1040276,H1246,"Kamppi","Sisäterminaali E",60.169000,24.931640,A,http://aikataulut.hsl.fi/pysakit/fi/1040276.html,0,1000001,0,46,3,110
1040277,H1247,"Kamppi","Sisäterminaali E",60.168980,24.931550,A,http://aikataulut.hsl.fi/pysakit/fi/1040277.html,0,1000001,0,47,3,110
1040278,H1248,"Kamppi","Sisäterminaali E",60.168950,24.931460,A,http://aikataulut.hsl.fi/pysakit/fi/1040278.html,0,1000001,0,48,3,115
1040279,H1249,"Kamppi","Sisäterminaali E",60.168920,24.931370,A,http://aikataulut.hsl.fi/pysakit/fi/1040279.html,0,1000001,0,49,3,120
1040280,H1250,"Kamppi","Sisäterminaali E",60.168900,24.931280,A,http://aikataulut.hsl.fi/pysakit/fi/1040280.html,0,1000001,0,50,3,120
1040281,H1251,"Kamppi","Sisäterminaali E",60.168870,24.931190,A,http://aikataulut.hsl.fi/pysakit/fi/1040281.html,0,1000001,0,51,3,125
1040282,H1252,"Kamppi","Sisäterminaali E",60.168850,24.931090,A,http://aikataulut.hsl.fi/pysakit/fi/1040282.html,0,1000001,0,52,3,130
1040284,H1254,"Kamppi","Sisäterminaali E",60.168800,24.930930,A,http://aikataulut.hsl.fi/pysakit/fi/1040284.html,0,1000001,0,54,3,140
1040289,H1260,"Kamppi, tulo","Kamppi",60.168800,24.930120,A,http://aikataulut.hsl.fi/pysakit/fi/1040289.html,0,1000001,0, ,3,40
1040290,H1214,"Hki linja-autoasema","Kamppi",60.169711,24.933736,A,http://aikataulut.hsl.fi/pysakit/fi/1040290.html,0,1000015,0, ,3,40
1040291,H1215,"Hki linja-autoasema","Kamppi",60.169588,24.933372,A,http://aikataulut.hsl.fi/pysakit/fi/1040291.html,0,1000015,0,1-35,3,40
1040401,H0803,"Fredrikinkatu","Bulevardi",60.164802,24.938543,A,http://aikataulut.hsl.fi/pysakit/fi/1040401.html,0, ,1, ,0,25
1040404,H0820,"Länsilinkki","Ruoholahdenranta",60.162826,24.923134,A,http://aikataulut.hsl.fi/pysakit/fi/1040404.html,0, ,0, ,0,20
1040405,H0821,"Länsilinkki","Ruoholahdenranta",60.162687,24.923091,A,http://aikataulut.hsl.fi/pysakit/fi/1040405.html,0, ,0, ,0,15
1040406,H0822,"Ruoholahden villat","Ruoholahdenkatu",60.165425,24.926970,A,http://aikataulut.hsl.fi/pysakit/fi/1040406.html,0, ,0, ,0,20
1040407,H0823,"Ruoholahden villat","Ruoholahdenkatu",60.165425,24.926717,A,http://aikataulut.hsl.fi/pysakit/fi/1040407.html,0, ,0, ,0,20
1040408,H0824,"Kampintori","Malminrinne",60.167950,24.931494,A,http://aikataulut.hsl.fi/pysakit/fi/1040408.html,0, ,0,80,0,20
1040409,H0825,"Kampintori","Malminrinne",60.167771,24.931218,A,http://aikataulut.hsl.fi/pysakit/fi/1040409.html,0, ,0,79,0,26
1040410,H0232,"Simonkatu","Simonkatu",60.168809,24.935728,A,http://aikataulut.hsl.fi/pysakit/fi/1040410.html,0, ,2, ,0,30
1040411,H0231,"Simonkatu","Simonkatu",60.168737,24.935247,A,http://aikataulut.hsl.fi/pysakit/fi/1040411.html,0, ,1, ,0,30
1040412,H0234,"Kamppi (M)","Fredrikinkatu",60.168357,24.931159,A,http://aikataulut.hsl.fi/pysakit/fi/1040412.html,0, ,1,73,0,30
1040413,H0233,"Kamppi (M)","Fredrikinkatu",60.168940,24.930617,A,http://aikataulut.hsl.fi/pysakit/fi/1040413.html,0, ,1,74,0,30
1040437,H0801,"Erottaja","Bulevardi",60.166070,24.942186,A,http://aikataulut.hsl.fi/pysakit/fi/1040437.html,0, ,1, ,0,25
1040438,H0804,"Fredrikinkatu","Bulevardi",60.164650,24.937768,A,http://aikataulut.hsl.fi/pysakit/fi/1040438.html,0, ,1, ,0,20
1040440,H0805,"Aleksant. teatteri","Bulevardi",60.163603,24.935071,A,http://aikataulut.hsl.fi/pysakit/fi/1040440.html,0, ,1, ,0,15
1040441,H0808,"Hietalahdentori","Bulevardi",60.162583,24.931835,A,http://aikataulut.hsl.fi/pysakit/fi/1040441.html,0, ,1, ,0,20
1040443,H0812,"Kalevankatu","Kalevankatu",60.162816,24.924880,A,http://aikataulut.hsl.fi/pysakit/fi/1040443.html,0, ,1, ,0,20
1040445,H0802,"Erottaja","Bulevardi",60.166230,24.942384,A,http://aikataulut.hsl.fi/pysakit/fi/1040445.html,0, ,1, ,0,20
1040446,H0811,"Hietalahti","Ruoholahdenranta",60.161442,24.924773,A,http://aikataulut.hsl.fi/pysakit/fi/1040446.html,0, ,1, ,0,15
1040480,H0217,"Maria","Mechelininkatu",60.168438,24.921213,A,http://aikataulut.hsl.fi/pysakit/fi/1040480.html,0, ,1, ,0,20
1040481,H0218,"Maria","Mechelininkatu",60.167341,24.921165,A,http://aikataulut.hsl.fi/pysakit/fi/1040481.html,0, ,1, ,0,20
1040601,H0017,"Kamppi","Urho Kekkosen katu",60.168830,24.931215,A,http://aikataulut.hsl.fi/pysakit/fi/1040601.html,0,1000102,1, ,1,40
1040602,H0016,"Kamppi","Kampinkuja 1",60.168853,24.931183,A,http://aikataulut.hsl.fi/pysakit/fi/1040602.html,0,1000102,1, ,1,40
1050105,H1173,"Fredrikintori","Punavuorenkatu 6",60.161408,24.938831,A,http://aikataulut.hsl.fi/pysakit/fi/1050105.html,0, ,2, ,3,40
1050106,H0813,"Iso Roobertinkatu","Fredrikinkatu",60.162780,24.939249,A,http://aikataulut.hsl.fi/pysakit/fi/1050106.html,0, ,2, ,3,40
1050107,H1170,"Uudenmaankatu","Albertinkatu 26-28",60.162500,24.935740,A,http://aikataulut.hsl.fi/pysakit/fi/1050107.html,0, ,2, ,3,40
1050108,H0815,"Viiskulma","Fredrikinkatu 19",60.161274,24.941349,A,http://aikataulut.hsl.fi/pysakit/fi/1050108.html,0, ,2, ,3,40
1050109,H1174,"Viiskulma","Pursimiehenkatu",60.160610,24.941440,A,http://aikataulut.hsl.fi/pysakit/fi/1050109.html,0, ,2, ,3,40
1050110,H1172,"Merimiehenkatu","Albertinkatu 10",60.160917,24.937910,A,http://aikataulut.hsl.fi/pysakit/fi/1050110.html,0, ,2, ,3,40
1050132,H0807,"Hietalahdentori","Bulevardi",60.162237,24.931177,A,http://aikataulut.hsl.fi/pysakit/fi/1050132.html,0, ,2, ,3,40
1050401,H0449,"Eiran sairaala","Tehtaankatu",60.158023,24.939892,A,http://aikataulut.hsl.fi/pysakit/fi/1050401.html,0, ,0, ,0,20
1050408,H0815,"Viiskulma","Fredrikinkatu",60.161274,24.941349,A,http://aikataulut.hsl.fi/pysakit/fi/1050408.html,0, ,1, ,0,20
1050412,H0816,"Viiskulma","Fredrikinkatu",60.160883,24.941773,A,http://aikataulut.hsl.fi/pysakit/fi/1050412.html,0, ,2, ,0,20
1050413,H0813,"Iso Roobertinkatu","Fredrikinkatu",60.162780,24.939249,A,http://aikataulut.hsl.fi/pysakit/fi/1050413.html,0, ,1, ,0,25
1050414,H0814,"Iso Roobertinkatu","Fredrikinkatu 20",60.162780,24.939030,A,http://aikataulut.hsl.fi/pysakit/fi/1050414.html,0, ,1, ,0,30
1050415,H0444,"Perämiehenkatu","Tehtaankatu",60.157836,24.935722,A,http://aikataulut.hsl.fi/pysakit/fi/1050415.html,0, ,1, ,0,20
1050416,H0445,"Perämiehenkatu","Tehtaankatu",60.157764,24.936009,A,http://aikataulut.hsl.fi/pysakit/fi/1050416.html,0, ,1, ,0,30
1050417,H0446,"Telakkakatu","Pursimiehenkatu",60.158443,24.934147,A,http://aikataulut.hsl.fi/pysakit/fi/1050417.html,0, ,1, ,0,25
1050432,H0807,"Hietalahdentori","Bulevardi",60.162237,24.931177,A,http://aikataulut.hsl.fi/pysakit/fi/1050432.html,0, ,1, ,0,20
1060101,H1177,"Eira","Laivurinkatu",60.155613,24.942476,A,http://aikataulut.hsl.fi/pysakit/fi/1060101.html,0, ,0, ,3,75
1060103,H1176,"Eiran sairaala","Laivurinkatu",60.157880,24.941270,A,http://aikataulut.hsl.fi/pysakit/fi/1060103.html,0, ,2, ,3,40
1060104,H0442,"Eiran sairaala","Laivurinkatu",60.158670,24.941540,A,http://aikataulut.hsl.fi/pysakit/fi/1060104.html,0, ,0, ,3,25
1060129,H1178,"Eira","Laivurinkatu",60.155400,24.942440,A,http://aikataulut.hsl.fi/pysakit/fi/1060129.html,0, ,2, ,3,40
1060404,H0442,"Eiran sairaala","Laivurinkatu",60.158670,24.941540,A,http://aikataulut.hsl.fi/pysakit/fi/1060404.html,0, ,0, ,0,25
1070414,H0706,"Johanneksenkirkko","Yrjönkatu",60.162800,24.946030,A,http://aikataulut.hsl.fi/pysakit/fi/1070414.html,0, ,1, ,0,20
1070417,H0436,"Kaivopuisto","Tehtaankatu",60.159579,24.954773,A,http://aikataulut.hsl.fi/pysakit/fi/1070417.html,0, ,2, ,0,20
1070418,H0437,"Kaivopuisto","Tehtaankatu",60.159531,24.954993,A,http://aikataulut.hsl.fi/pysakit/fi/1070418.html,0, ,1, ,0,20
1070419,H0438,"Neitsytpolku","Tehtaankatu",60.158524,24.949516,A,http://aikataulut.hsl.fi/pysakit/fi/1070419.html,0, ,1, ,0,20
1070420,H0439,"Neitsytpolku","Tehtaankatu",60.158488,24.949809,A,http://aikataulut.hsl.fi/pysakit/fi/1070420.html,0, ,1, ,0,20
1070421,H0440,"Kapteeninkatu","Tehtaankatu",60.158253,24.945096,A,http://aikataulut.hsl.fi/pysakit/fi/1070421.html,0, ,2, ,0,25
1070422,H0441,"Kapteeninkatu","Tehtaankatu",60.158191,24.945404,A,http://aikataulut.hsl.fi/pysakit/fi/1070422.html,0, ,1, ,0,20
1070424,H0443,"Eiran sairaala","Tehtaankatu",60.158031,24.941810,A,http://aikataulut.hsl.fi/pysakit/fi/1070424.html,0, ,2, ,0,20
1070425,H0708,"Tarkk´ampujankatu","Tarkk ampujankatu 2",60.161023,24.947501,A,http://aikataulut.hsl.fi/pysakit/fi/1070425.html,0, ,1,22,0,40
1070427,H0705,"Johanneksenkirkko","Yrjönkatu",60.163320,24.945390,A,http://aikataulut.hsl.fi/pysakit/fi/1070427.html,0, ,1, ,0,20
1080403,H0409,"Tove Janssonin p.","Kruunuvuorenkatu",60.167400,24.962860,A,http://aikataulut.hsl.fi/pysakit/fi/1080403.html,0, ,1, ,0,20
1080404,H0410,"Tove Janssonin p.","Satamakatu",60.167430,24.961860,A,http://aikataulut.hsl.fi/pysakit/fi/1080404.html,0, ,1, ,0,20
1080405,H0411,"Kauppiaankatu","Kruunuvuorenkatu",60.166728,24.964810,A,http://aikataulut.hsl.fi/pysakit/fi/1080405.html,0, ,1, ,0,20
1080406,H0412,"Kauppiaankatu","Kruunuvuorenkatu",60.166810,24.964850,A,http://aikataulut.hsl.fi/pysakit/fi/1080406.html,0, ,1, ,0,20
1080407,H0413,"Vyökatu","Merikasarminkatu",60.166083,24.969134,A,http://aikataulut.hsl.fi/pysakit/fi/1080407.html,0, ,1,2,0,20
1080408,H0414,"Vyökatu","Merikasarminkatu",60.166177,24.969008,A,http://aikataulut.hsl.fi/pysakit/fi/1080408.html,0, ,1,3,0,20
1080409,H0415,"Ulkoministeriö","Merikasarminkatu",60.166758,24.972192,A,http://aikataulut.hsl.fi/pysakit/fi/1080409.html,0, ,2, ,0,20
1080411,H0417,"Merisotilaantori","Merikasarminkatu",60.167610,24.975558,A,http://aikataulut.hsl.fi/pysakit/fi/1080411.html,0, ,1, ,0,20
1080413,H0420,"Katajanokan term.","Katajanokan term.",60.164266,24.969786,A,http://aikataulut.hsl.fi/pysakit/fi/1080413.html,0, ,2,1,0,20
