service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1001_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1001_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1001_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1001_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1001_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1001_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1001 5_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1001 5_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1001 5_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1001 5_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1001 5_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1001 5_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1001 5_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1001 5_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1001 5_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1001 5_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1001 5_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1001 5_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1001 5_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1001 5_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1001 5_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1001 5_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1001 5_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1001 5_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1001 5_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1001 5_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1001 6_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1001 6_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1001 6_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1001 6_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1001 6_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1001 6_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1001H5_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1001H5_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1001H5_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1001H5_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1001H5_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1001H5_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1001H5_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1001H5_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1001H5_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1001H5_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1001H5_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1001H5_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1001H5_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1001H5_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1001H5_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1001H5_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1001H5_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1001H5_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1001H5_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1001H5_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1001H6_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1001H6_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1001H6_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1001H6_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1001H6_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1001H6_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1001H7_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1001H7_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1001H7_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1001H7_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1001H7_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1001H7_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1001H7_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1001H7_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1001H7_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1001H7_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1001H7_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1001H7_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1001H7_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1001H7_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1001H9_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1001H9_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1001H9_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1001T_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1001T_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1001T_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1001T_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1001T_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1001T_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1001T_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1001T_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1001T_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1001T_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1001T_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1001T_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1001T_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1001T_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1001T4_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1001T4_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1001T6_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1001T6_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1001T6_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1001T6_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1001T6_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1001T6_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1001T6_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1001T6_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1001T6_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1001T6_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1001T6_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1001T6_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1001T6_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1001T6_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1002_20250627_20250727_Ke,0,0,1,0,0,0,0,20250627,20250727
1002_20250627_20250727_La,0,0,0,0,0,1,0,20250627,20250727
1002_20250627_20250727_Ma,1,0,0,0,0,0,0,20250627,20250727
1002_20250627_20250727_Pe,0,0,0,0,1,0,0,20250627,20250727
1002_20250627_20250727_Su,0,0,0,0,0,0,1,20250627,20250727
1002_20250627_20250727_Ti,0,1,0,0,0,0,0,20250627,20250727
1002_20250627_20250727_TL,0,0,0,0,0,1,0,20250628,20250628
1002_20250627_20250727_To,0,0,0,1,0,0,0,20250627,20250727
1002_20250627_20250727_TS,0,0,0,0,0,0,1,20250629,20250629
1002_20250627_20250727_TU,0,0,0,0,1,0,0,20250627,20250627
1002_20250728_20250810_Ke,0,0,1,0,0,0,0,20250728,20250810
1002_20250728_20250810_La,0,0,0,0,0,1,0,20250728,20250810
1002_20250728_20250810_Ma,1,0,0,0,0,0,0,20250728,20250810
1002_20250728_20250810_Pe,0,0,0,0,1,0,0,20250728,20250810
1002_20250728_20250810_Su,0,0,0,0,0,0,1,20250728,20250810
1002_20250728_20250810_Ti,0,1,0,0,0,0,0,20250728,20250810
1002_20250728_20250810_To,0,0,0,1,0,0,0,20250728,20250810
1002_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1002_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1002_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1002_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1002_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1002_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1002_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1002_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1002_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1002_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1002_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1002 3_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1002 3_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1002 3_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1002 3_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1002 3_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1002 3_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1002 3_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1002 3_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1002 3_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1002 3_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1002 3_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1002 3_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1002 4_20250627_20250727_Ke,0,0,1,0,0,0,0,20250627,20250727
1002 4_20250627_20250727_La,0,0,0,0,0,1,0,20250627,20250727
1002 4_20250627_20250727_K20250628,0,0,0,0,0,1,0,20250628,20250628
1002 4_20250627_20250727_Ma,1,0,0,0,0,0,0,20250627,20250727
1002 4_20250627_20250727_Pe,0,0,0,0,1,0,0,20250627,20250727
1002 4_20250627_20250727_Su,0,0,0,0,0,0,1,20250627,20250727
1002 4_20250627_20250727_Ti,0,1,0,0,0,0,0,20250627,20250727
1002 4_20250627_20250727_To,0,0,0,1,0,0,0,20250627,20250727
1002 4_20250627_20250727_TS,0,0,0,0,0,0,1,20250629,20250629
1002 4_20250627_20250727_TU,0,0,0,0,1,0,0,20250627,20250627
1002 4_20250728_20250810_Ke,0,0,1,0,0,0,0,20250728,20250810
1002 4_20250728_20250810_La,0,0,0,0,0,1,0,20250728,20250810
1002 4_20250728_20250810_Ma,1,0,0,0,0,0,0,20250728,20250810
1002 4_20250728_20250810_Pe,0,0,0,0,1,0,0,20250728,20250810
1002 4_20250728_20250810_Su,0,0,0,0,0,0,1,20250728,20250810
1002 4_20250728_20250810_Ti,0,1,0,0,0,0,0,20250728,20250810
1002 4_20250728_20250810_To,0,0,0,1,0,0,0,20250728,20250810
1002 4_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1002 4_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1002 4_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1002 4_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1002 4_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1002 4_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1002 4_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1002 4_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1002 4_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1002 4_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1002 4_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1002 6_20250627_20250727_Ke,0,0,1,0,0,0,0,20250627,20250727
1002 6_20250627_20250727_La,0,0,0,0,0,1,0,20250627,20250727
1002 6_20250627_20250727_Ma,1,0,0,0,0,0,0,20250627,20250727
1002 6_20250627_20250727_Pe,0,0,0,0,1,0,0,20250627,20250727
1002 6_20250627_20250727_Su,0,0,0,0,0,0,1,20250627,20250727
1002 6_20250627_20250727_Ti,0,1,0,0,0,0,0,20250627,20250727
1002 6_20250627_20250727_TL,0,0,0,0,0,1,0,20250628,20250628
1002 6_20250627_20250727_To,0,0,0,1,0,0,0,20250627,20250727
1002 6_20250627_20250727_TS,0,0,0,0,0,0,1,20250629,20250629
1002 6_20250627_20250727_TU,0,0,0,0,1,0,0,20250627,20250627
1002 6_20250728_20250810_Ke,0,0,1,0,0,0,0,20250728,20250810
1002 6_20250728_20250810_La,0,0,0,0,0,1,0,20250728,20250810
1002 6_20250728_20250810_Ma,1,0,0,0,0,0,0,20250728,20250810
1002 6_20250728_20250810_Pe,0,0,0,0,1,0,0,20250728,20250810
1002 6_20250728_20250810_Su,0,0,0,0,0,0,1,20250728,20250810
1002 6_20250728_20250810_Ti,0,1,0,0,0,0,0,20250728,20250810
1002 6_20250728_20250810_To,0,0,0,1,0,0,0,20250728,20250810
1002 6_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1002 6_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1002 6_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1002 6_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1002 6_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1002 6_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1002 6_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1002 6_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1002 6_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1002 6_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1002 6_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1002 8_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1002 9_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1002 9_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1002 9_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1002B7_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1002B7_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1002B7_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1002H3_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1002H3_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1002H3_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1002H3_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1002H3_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1002H3_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1002H4_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1002H4_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1002H4_20250627_20250810_K20250628,0,0,0,0,0,1,0,20250628,20250628
1002H4_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1002H4_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1002H4_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1002H4_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1002H4_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1002H4_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1002H4_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1002H6_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1002H6_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1002H6_20250627_20250810_K20250628,0,0,0,0,0,1,0,20250628,20250628
1002H6_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1002H6_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1002H6_20250627_20250810_K20250627,0,0,0,0,1,0,0,20250627,20250627
1002H6_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1002H6_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1002H6_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1002H6_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1002H6_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1002H6_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1002H6_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1002H6_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1002H6_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1002H6_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1002H6_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1002H6_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1002H6_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1002H6_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1002H6_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1002H8_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1002H8_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1002H9_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1002H9_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1003_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1003_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1003_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1003_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1003_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1003_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1003_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1003_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1003_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1003_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1003_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1003_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1003_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1003_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1003_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1003_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1003_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1003_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1003_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1003_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1003 4_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1003 4_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1003 4_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1003 4_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1003 4_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1003 4_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1003 4_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003 4_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1003 4_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1003 4_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1003 4_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1003 4_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1003 4_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1003 6_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1003 6_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1003 6_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1003 6_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1003 6_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1003 6_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1003 6_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003 6_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1003 6_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1003 6_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1003 6_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1003 6_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1003 6_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1003 6_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1003 6_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1003 6_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1003 6_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1003 6_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1003 6_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1003 6_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1003 6_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1003 7_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003 7_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1003 8_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003 9_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003 9_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1003H6_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1003H6_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1003H6_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1003H6_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1003H6_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1003H6_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1003H6_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003H6_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1003H6_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1003H6_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1003H6_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1003H6_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1003H6_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1003H6_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1003H6_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1003H6_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1003H6_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1003H6_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1003H6_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1003H6_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1003H6_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1003H7_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1003H7_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1003H7_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003H7_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1003H7_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1003H7_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1003H7_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1003H7_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1003H7_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1003H7_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1003H7_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1003H7_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1003H7_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1003H7_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1003H7_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1003N_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1003N_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1003N_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1003N_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1003N_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1003N_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1003N_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003N_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1003N_20250627_20250810_TS,0,0,0,0,0,0,1,20250629,20250629
1003N_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1003N_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1003N_20250811_20250825_KH,0,0,0,0,0,1,0,20250816,20250816
1003N_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1003N_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1003N_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1003N_20250811_20250825_SN,0,0,0,0,0,0,1,20250824,20250824
1003N_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1003N_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1003N_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1003N_20250811_20250825_UL,0,0,0,0,1,0,0,20250822,20250822
1003N_20250811_20250825_UT,0,0,0,0,0,1,0,20250823,20250823
1003N9_20250627_20250810_TL,0,0,0,0,0,1,0,20250628,20250628
1003N9_20250627_20250810_TU,0,0,0,0,1,0,0,20250627,20250627
1004_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
