service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1021_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1021_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1021_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1021_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1021_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1021_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1021_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1021N_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1021N_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1021N_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1021N_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1021N_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1021N_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1021N_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1021N_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1021N_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1021N_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1021N_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1021N_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1021N_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1021N_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1022_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1022_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1022_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1022_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1022_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1022_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1022_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1022_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1022_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1022_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1022_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1022_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1022_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1022_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1022B_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1022B_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1022B_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1022B_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1022B_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1022B_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1022B_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1022B_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1022B_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1022B_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1022B_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1022B_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1022B_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1022B_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1022K_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1022K_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1022K_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1022K_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1022K_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1023_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1023_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1023_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1023_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1023_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1023_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1023_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1023_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1023_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1023_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1023_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1023_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1023_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1023_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1023N_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1023N_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1023N_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1023N_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1024_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1024_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1024_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1024_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1024_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1024_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1024_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1024_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1024_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1024_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1024_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1024_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1024_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1024_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1025_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1025_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1025_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1025_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1025_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1025_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1025_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1025_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1025_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1025_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1025_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1025_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1025_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1025_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1026_20250627_20250727_Ke,0,0,1,0,0,0,0,20250627,20250727
1026_20250627_20250727_Ma,1,0,0,0,0,0,0,20250627,20250727
1026_20250627_20250727_Pe,0,0,0,0,1,0,0,20250627,20250727
1026_20250627_20250727_Ti,0,1,0,0,0,0,0,20250627,20250727
1026_20250627_20250727_To,0,0,0,1,0,0,0,20250627,20250727
1026_20250728_20250810_FP,0,0,0,0,1,0,0,20250808,20250808
1026_20250728_20250810_Ke,0,0,1,0,0,0,0,20250728,20250810
1026_20250728_20250810_KL,0,0,0,1,0,0,0,20250807,20250807
1026_20250728_20250810_Ma,1,0,0,0,0,0,0,20250728,20250810
1026_20250728_20250810_Pe,0,0,0,0,1,0,0,20250728,20250810
1026_20250728_20250810_Ti,0,1,0,0,0,0,0,20250728,20250810
1026_20250728_20250810_To,0,0,0,1,0,0,0,20250728,20250810
1026_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1026_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1026_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1026_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1026_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1030_20250627_20250810_FP,0,0,0,0,1,0,0,20250808,20250808
1030_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1030_20250627_20250810_KL,0,0,0,1,0,0,0,20250807,20250807
1030_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1030_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1030_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1030_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1030_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1030_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1030_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1030_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1030_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1030_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1030_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1030_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1030_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1030N_20250627_20250810_FP,0,0,0,0,1,0,0,20250808,20250808
1030N_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1030N_20250627_20250810_KL,0,0,0,1,0,0,0,20250807,20250807
1030N_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1030N_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1030N_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1030N_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1030N_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1030N_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1030N_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1030N_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1030N_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1030N_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1030N_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1030N_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1030N_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1031_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1031_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1031_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1031_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1031_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1031_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1031_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1031_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1031_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1031_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1032_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1032_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1032_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1032_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1032_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1032_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1032_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1032_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1032_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1032_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1033_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1033_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1033_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1033_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1033_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1033_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1033_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1033_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1033_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1033_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1034_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1034_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1034_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1034_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1034_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1034_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1034_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1034_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1034_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1034_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1035_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1035_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1035_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1035_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1035_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1035_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1035_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1035_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1035_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1035_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1036_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1036_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1036_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1036_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1036_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1036_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1036_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1036_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1036_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1036_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1036_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1036_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1037_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1037_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1037_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1037_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1037_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1037_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1037_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1037_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1037_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1037_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1037_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1037_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1037_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1037_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1040_20250627_20250810_FP,0,0,0,0,1,0,0,20250808,20250808
1040_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1040_20250627_20250810_KL,0,0,0,1,0,0,0,20250807,20250807
1040_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1040_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1040_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1040_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1040_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1040_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1040_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1040_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1040_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1040_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1040_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1040_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1040_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1040N_20250627_20250810_FP,0,0,0,0,1,0,0,20250808,20250808
1040N_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1040N_20250627_20250810_KL,0,0,0,1,0,0,0,20250807,20250807
1040N_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1040N_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1040N_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1040N_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1040N_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1040N_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1040N_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1040N_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1040N_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1040N_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1040N_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1040N_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1040N_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1041_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1041_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1041_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1041_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1041_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1041_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1041_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1041_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1041_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1041_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1041_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1041_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1041_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1041_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1042_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1042_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1042_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1042_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1042_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1042_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1042_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1042_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1042_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1042_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1042_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1042_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1042_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1042_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1052_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1052_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1052_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1052_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1052_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1052_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1052_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1052_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1052_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1052_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1052_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1052_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1052_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1052_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1053_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1053_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1053_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1053_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1053_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1053_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1053_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1053_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1053_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1053_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1054_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1054_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1054_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1054_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1054_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1054_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1054_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1054_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1054_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1054_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1055_20250627_20250701_Ke,0,0,1,0,0,0,0,20250627,20250701
1055_20250627_20250701_La,0,0,0,0,0,1,0,20250627,20250701
1055_20250627_20250701_Ma,1,0,0,0,0,0,0,20250627,20250701
1055_20250627_20250701_Pe,0,0,0,0,1,0,0,20250627,20250701
1055_20250627_20250701_Su,0,0,0,0,0,0,1,20250627,20250701
1055_20250627_20250701_Ti,0,1,0,0,0,0,0,20250627,20250701
1055_20250627_20250701_To,0,0,0,1,0,0,0,20250627,20250701
1055_20250702_20250810_Ke,0,0,1,0,0,0,0,20250702,20250810
1055_20250702_20250810_La,0,0,0,0,0,1,0,20250702,20250810
1055_20250702_20250810_Ma,1,0,0,0,0,0,0,20250702,20250810
1055_20250702_20250810_Pe,0,0,0,0,1,0,0,20250702,20250810
1055_20250702_20250810_Su,0,0,0,0,0,0,1,20250702,20250810
1055_20250702_20250810_Ti,0,1,0,0,0,0,0,20250702,20250810
1055_20250702_20250810_To,0,0,0,1,0,0,0,20250702,20250810
1055_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1055_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1055_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1055_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1055_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1055_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1055_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1056_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1056_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1056_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1056_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1056_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1056_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1056_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1056_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1056_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1056_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1056_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1056_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1056_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1056_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1057_20250627_20250810_Ke,0,0,1,0,0,0,0,20250627,20250810
1057_20250627_20250810_La,0,0,0,0,0,1,0,20250627,20250810
1057_20250627_20250810_Ma,1,0,0,0,0,0,0,20250627,20250810
1057_20250627_20250810_Pe,0,0,0,0,1,0,0,20250627,20250810
1057_20250627_20250810_Su,0,0,0,0,0,0,1,20250627,20250810
1057_20250627_20250810_Ti,0,1,0,0,0,0,0,20250627,20250810
1057_20250627_20250810_To,0,0,0,1,0,0,0,20250627,20250810
1057_20250811_20250825_Ke,0,0,1,0,0,0,0,20250811,20250825
1057_20250811_20250825_La,0,0,0,0,0,1,0,20250811,20250825
1057_20250811_20250825_Ma,1,0,0,0,0,0,0,20250811,20250825
1057_20250811_20250825_Pe,0,0,0,0,1,0,0,20250811,20250825
1057_20250811_20250825_Su,0,0,0,0,0,0,1,20250811,20250825
1057_20250811_20250825_Ti,0,1,0,0,0,0,0,20250811,20250825
1057_20250811_20250825_To,0,0,0,1,0,0,0,20250811,20250825
1059_20250627_20250803_Ke,0,0,1,0,0,0,0,20250627,20250803
1059_20250627_20250803_La,0,0,0,0,0,1,0,20250627,20250803
1059_20250627_20250803_Ma,1,0,0,0,0,0,0,20250627,20250803
1059_20250627_20250803_Pe,0,0,0,0,1,0,0,20250627,20250803
1059_20250627_20250803_Su,0,0,0,0,0,0,1,20250627,20250803
1059_20250627_20250803_Ti,0,1,0,0,0,0,0,20250627,20250803
1059_20250627_20250803_To,0,0,0,1,0,0,0,20250627,20250803
1059_20250804_20250810_Ke,0,0,1,0,0,0,0,20250804,20250810
1059_20250804_20250810_La,0,0,0,0,0,1,0,20250804,20250810
1059_20250804_20250810_Ma,1,0,0,0,0,0,0,20250804,20250810
1059_20250804_20250810_Pe,0,0,0,0,1,0,0,20250804,20250810
1059_20250804_20250810_Su,0,0,0,0,0,0,1,20250804,20250810
1059_20250804_20250810_Ti,0,1,0,0,0,0,0,20250804,20250810
1059_20250804_20250810_To,0,0,0,1,0,0,0,20250804,20250810
